visitor_id,district ,month,year,domestic_visitors,foreign_visitors
visitor-1066,Medchal ,September,2017,0,0
visitor-1067,Medchal ,October,2017,0,0
visitor-1068,Medchal ,November,2017,0,0
visitor-1069,Medchal ,December,2017,0,0
visitor-1070,Nagarkurnool ,January,2017,382879,19
visitor-1071,Nagarkurnool ,February,2017,286258,25
visitor-1072,Nagarkurnool ,March,2017,184508,24
visitor-1073,Nagarkurnool ,April,2017,183697,29
visitor-1074,Nagarkurnool ,May,2017,183697,31
visitor-1075,Nagarkurnool ,June,2017,180010,35
visitor-1076,Nagarkurnool ,July,2017,180010,25
visitor-1077,Nagarkurnool ,August,2017,181861,23
visitor-1078,Nagarkurnool ,September,2017,118010,32
visitor-1079,Nagarkurnool ,October,2017,201050,18
visitor-1080,Nagarkurnool ,November,2017,188786,21
visitor-1081,Nagarkurnool ,December,2017,382879,29
visitor-1082,Nalgonda,January,2017,4447,0
visitor-1083,Nalgonda,February,2017,8652,0
visitor-1084,Nalgonda,March,2017,8054,0
visitor-1085,Nalgonda,April,2017,44295,0
visitor-1086,Nalgonda,May,2017,10750,0
visitor-1087,Nalgonda,June,2017,37879,0
visitor-1088,Nalgonda,July,2017,21361,0
visitor-1089,Nalgonda,August,2017,9363,0
visitor-1090,Nalgonda,September,2017,17465,0
visitor-1091,Nalgonda,October,2017,36066,0
visitor-1092,Nalgonda,November,2017,17687,0
visitor-1093,Nalgonda,December,2017,25897,0
visitor-1094,Nirmal,January,2017,340311,0
visitor-1095,Nirmal,February,2017,415326,0
visitor-1096,Nirmal,March,2017,442057,0
visitor-1097,Nirmal,April,2017,274132,0
visitor-1098,Nirmal,May,2017,297233,0
visitor-1099,Nirmal,June,2017,340359,0
visitor-1100,Nirmal,July,2017,328101,0
visitor-1101,Nirmal,August,2017,340430,0
visitor-1102,Nirmal,September,2017,528540,0
visitor-1103,Nirmal,October,2017,388644,0
visitor-1104,Nirmal,November,2017,369365,0
visitor-1105,Nirmal,December,2017,340585,0
visitor-1106,Nizamabad,January,2017,613,0
visitor-1107,Nizamabad,February,2017,1752,0
visitor-1108,Nizamabad,March,2017,660,0
visitor-1109,Nizamabad,April,2017,1048,2
visitor-1110,Nizamabad,May,2017,1341,0
visitor-1111,Nizamabad,June,2017,2391,0
visitor-1112,Nizamabad,July,2017,1520,0
visitor-1113,Nizamabad,August,2017,1583,0
visitor-1114,Nizamabad,September,2017,933,0
visitor-1115,Nizamabad,October,2017,6644,0
visitor-1116,Nizamabad,November,2017,1677,0
visitor-1117,Nizamabad,December,2017,1787,0
visitor-1118,Peddapalli,January,2017,1345,0
visitor-1119,Peddapalli,February,2017,1378,0
visitor-1120,Peddapalli,March,2017,965,0
visitor-1121,Peddapalli,April,2017,750,0
visitor-1122,Peddapalli,May,2017,640,0
visitor-1123,Peddapalli,June,2017,885,0
visitor-1124,Peddapalli,July,2017,1095,0
visitor-1125,Peddapalli,August,2017,1385,0
visitor-1126,Peddapalli,September,2017,1155,0
visitor-1127,Peddapalli,October,2017,1595,0
visitor-1128,Peddapalli,November,2017,1940,0
visitor-1129,Peddapalli,December,2017,1765,0
visitor-1130,Rajanna Sircilla ,January,2017,615842,0
visitor-1131,Rajanna Sircilla ,February,2017,1255569,0
visitor-1132,Rajanna Sircilla ,March,2017,1030441,0
visitor-1133,Rajanna Sircilla ,April,2017,1146782,0
visitor-1134,Rajanna Sircilla ,May,2017,1117228,0
visitor-1135,Rajanna Sircilla ,June,2017,1113882,0
visitor-1136,Rajanna Sircilla ,July,2017,462022,0
visitor-1137,Rajanna Sircilla ,August,2017,1004410,0
visitor-1138,Rajanna Sircilla ,September,2017,487060,0
visitor-1139,Rajanna Sircilla ,October,2017,845620,0
visitor-1140,Rajanna Sircilla ,November,2017,1191129,0
visitor-1141,Rajanna Sircilla ,December,2017,1649362,0
visitor-1142,Ranga Reddy,January,2017,0,0
visitor-1143,Ranga Reddy,February,2017,0,0
visitor-1144,Ranga Reddy,March,2017,0,0
visitor-1145,Ranga Reddy,April,2017,0,0
visitor-1146,Ranga Reddy,May,2017,0,0
visitor-1147,Ranga Reddy,June,2017,0,0
visitor-1148,Ranga Reddy,July,2017,0,0
visitor-1149,Ranga Reddy,August,2017,0,0
visitor-1150,Ranga Reddy,September,2017,0,0
visitor-1151,Ranga Reddy,October,2017,0,0
visitor-1152,Ranga Reddy,November,2017,0,0
visitor-1153,Ranga Reddy,December,2017,0,0
visitor-1154,Sangareddy ,January,2017,195000,0
visitor-1155,Sangareddy ,February,2017,140000,0
visitor-1156,Sangareddy ,March,2017,275000,0
visitor-1157,Sangareddy ,April,2017,215000,0
visitor-1158,Sangareddy ,May,2017,215000,0
visitor-1159,Sangareddy ,June,2017,180000,0
visitor-1160,Sangareddy ,July,2017,195000,0
visitor-1161,Sangareddy ,August,2017,295000,0
visitor-1162,Sangareddy ,September,2017,200000,0
visitor-1163,Sangareddy ,October,2017,232000,0
visitor-1164,Sangareddy ,November,2017,324500,0
visitor-1165,Sangareddy ,December,2017,356950,0
visitor-1166,Siddipet,January,2017,80500,0
visitor-1167,Siddipet,February,2017,80500,0
visitor-1168,Siddipet,March,2017,80500,0
visitor-1169,Siddipet,April,2017,80500,0
visitor-1170,Siddipet,May,2017,80500,0
visitor-1171,Siddipet,June,2017,60000,0
visitor-1172,Siddipet,July,2017,88550,0
visitor-1173,Siddipet,August,2017,97405,0
visitor-1174,Siddipet,September,2017,107146,0
visitor-1175,Siddipet,October,2017,117861,0
visitor-1176,Siddipet,November,2017,129647,0
visitor-1177,Siddipet,December,2017,142612,0
visitor-1178,Suryapet,January,2017,0,0
visitor-1179,Suryapet,February,2017,0,0
visitor-1180,Suryapet,March,2017,0,0
visitor-1181,Suryapet,April,2017,0,0
visitor-1182,Suryapet,May,2017,0,0
visitor-1183,Suryapet,June,2017,0,0
visitor-1184,Suryapet,July,2017,0,0
visitor-1185,Suryapet,August,2017,0,0
visitor-1186,Suryapet,September,2017,0,0
visitor-1187,Suryapet,October,2017,0,0
visitor-1188,Suryapet,November,2017,0,0
visitor-1189,Suryapet,December,2017,0,0
visitor-1190,Vikarabad,January,2017,0,0
visitor-1191,Vikarabad,February,2017,0,0
visitor-1192,Vikarabad,March,2017,0,0
visitor-1193,Vikarabad,April,2017,0,0
visitor-1194,Vikarabad,May,2017,0,0
visitor-1195,Vikarabad,June,2017,0,0
visitor-1196,Vikarabad,July,2017,0,0
visitor-1197,Vikarabad,August,2017,0,0
visitor-1198,Vikarabad,September,2017,0,0
visitor-1199,Vikarabad,October,2017,0,0
visitor-1200,Vikarabad,November,2017,0,0
visitor-1201,Vikarabad,December,2017,0,0
visitor-1202,Wanaparthy ,January,2017,22152,0
visitor-1203,Wanaparthy ,February,2017,22342,0
visitor-1204,Wanaparthy ,March,2017,20050,0
visitor-1205,Wanaparthy ,April,2017,11502,0
visitor-1206,Wanaparthy ,May,2017,11502,0
visitor-1207,Wanaparthy ,June,2017,19092,0
visitor-1208,Wanaparthy ,July,2017,19092,0
visitor-1209,Wanaparthy ,August,2017,21375,0
visitor-1210,Wanaparthy ,September,2017,35860,0
visitor-1211,Wanaparthy ,October,2017,21234,0
visitor-1212,Wanaparthy ,November,2017,18348,0
visitor-1213,Wanaparthy ,December,2017,22152,0
visitor-1214,Warangal (Rural),January,2017,8000,35
visitor-1215,Warangal (Rural),February,2017,8300,25
visitor-1216,Warangal (Rural),March,2017,7800,17
visitor-1217,Warangal (Rural),April,2017,7600,19
visitor-1218,Warangal (Rural),May,2017,8500,21
visitor-1219,Warangal (Rural),June,2017,9000,24
visitor-1220,Warangal (Rural),July,2017,13600,25
visitor-1221,Warangal (Rural),August,2017,13650,28
visitor-1222,Warangal (Rural),September,2017,13800,26
visitor-1223,Warangal (Rural),October,2017,16500,25
visitor-1224,Warangal (Rural),November,2017,16300,29
visitor-1225,Warangal (Rural),December,2017,21200,32
visitor-1226,Warangal (Urban),January,2017,130608,235
visitor-1227,Warangal (Urban),February,2017,126608,242
visitor-1228,Warangal (Urban),March,2017,118298,238
visitor-1229,Warangal (Urban),April,2017,107133,209
visitor-1230,Warangal (Urban),May,2017,109915,211
visitor-1231,Warangal (Urban),June,2017,111530,194
visitor-1232,Warangal (Urban),July,2017,116545,116
visitor-1233,Warangal (Urban),August,2017,116810,219
visitor-1234,Warangal (Urban),September,2017,117150,225
visitor-1235,Warangal (Urban),October,2017,119255,236
visitor-1236,Warangal (Urban),November,2017,119360,255
visitor-1237,Warangal (Urban),December,2017,126790,250
visitor-1238,Yadadri Bhongir,January,2017,678000,0
visitor-1239,Yadadri Bhongir,February,2017,540500,0
visitor-1240,Yadadri Bhongir,March,2017,525588,0
visitor-1241,Yadadri Bhongir,April,2017,570000,0
visitor-1242,Yadadri Bhongir,May,2017,458700,0
visitor-1243,Yadadri Bhongir,June,2017,685880,0
visitor-1244,Yadadri Bhongir,July,2017,481240,0
visitor-1245,Yadadri Bhongir,August,2017,680720,0
visitor-1246,Yadadri Bhongir,September,2017,678925,0
visitor-1247,Yadadri Bhongir,October,2017,683500,0
visitor-1248,Yadadri Bhongir,November,2017,537600,0
visitor-1249,Yadadri Bhongir,December,2017,481075,0
visitor-1250,Adilabad,January,2018,320356,0
visitor-1251,Adilabad,February,2018,36550,0
visitor-1252,Adilabad,March,2018,23011,0
visitor-1253,Adilabad,April,2018,14183,0
visitor-1254,Adilabad,May,2018,8197,0
visitor-1255,Adilabad,June,2018,12052,0
visitor-1256,Adilabad,July,2018,24666,2
visitor-1257,Adilabad,August,2018,38939,3
visitor-1258,Adilabad,September,2018,25875,0
visitor-1259,Adilabad,October,2018,30257,0
visitor-1260,Adilabad,November,2018,49181,0
visitor-1261,Adilabad,December,2018,61476,0
visitor-1262,Bhadradri Kothagudem ,January,2018,421275,0
visitor-1263,Bhadradri Kothagudem ,February,2018,240634,0
visitor-1264,Bhadradri Kothagudem ,March,2018,421275,0
visitor-1265,Bhadradri Kothagudem ,April,2018,341258,0
visitor-1266,Bhadradri Kothagudem ,May,2018,291273,0
visitor-1267,Bhadradri Kothagudem ,June,2018,290512,0
visitor-1268,Bhadradri Kothagudem ,July,2018,220304,0
visitor-1269,Bhadradri Kothagudem ,August,2018,219548,0
visitor-1270,Bhadradri Kothagudem ,September,2018,334878,0
visitor-1271,Bhadradri Kothagudem ,October,2018,322974,0
visitor-1272,Bhadradri Kothagudem ,November,2018,253464,0
visitor-1273,Bhadradri Kothagudem ,December,2018,442483,0
visitor-1274,Hyderabad,January,2018,1978396,35379
visitor-1275,Hyderabad,February,2018,1365837,30414
visitor-1276,Hyderabad,March,2018,1415938,27535
visitor-1277,Hyderabad,April,2018,1586375,20830
visitor-1278,Hyderabad,May,2018,1189492,21554
visitor-1279,Hyderabad,June,2018,1595067,24677
visitor-1280,Hyderabad,July,2018,1470042,17456
visitor-1281,Hyderabad,August,2018,1591470,31217
visitor-1282,Hyderabad,September,2018,1508086,22809
visitor-1283,Hyderabad,October,2018,2207478,30072
visitor-1284,Hyderabad,November,2018,1671320,23487
visitor-1285,Hyderabad,December,2018,1964150,29358
visitor-1286,Jagtial ,January,2018,614082,0
visitor-1287,Jagtial ,February,2018,349576,0
visitor-1288,Jagtial ,March,2018,416716,0
visitor-1289,Jagtial ,April,2018,372874,0
visitor-1290,Jagtial ,May,2018,641363,0
visitor-1291,Jagtial ,June,2018,182505,0
visitor-1292,Jagtial ,July,2018,182473,0
visitor-1293,Jagtial ,August,2018,272685,0
visitor-1294,Jagtial ,September,2018,273121,0
visitor-1295,Jagtial ,October,2018,138206,0
visitor-1296,Jagtial ,November,2018,277997,0
visitor-1297,Jagtial ,December,2018,231323,0
visitor-1298,Jangaon ,January,2018,17180,0
visitor-1299,Jangaon ,February,2018,18600,0
visitor-1300,Jangaon ,March,2018,17300,0
visitor-1301,Jangaon ,April,2018,18100,0
visitor-1302,Jangaon ,May,2018,19660,0
visitor-1303,Jangaon ,June,2018,23050,0
visitor-1304,Jangaon ,July,2018,26280,0
visitor-1305,Jangaon ,August,2018,26020,0
visitor-1306,Jangaon ,September,2018,28830,0
visitor-1307,Jangaon ,October,2018,29470,0
visitor-1308,Jangaon ,November,2018,29570,0
visitor-1309,Jangaon ,December,2018,36962,0
visitor-1310,Jayashankar Bhupalpally,January,2018,6519850,50
visitor-1311,Jayashankar Bhupalpally,February,2018,8626250,60
visitor-1312,Jayashankar Bhupalpally,March,2018,146150,70
visitor-1313,Jayashankar Bhupalpally,April,2018,149150,45
visitor-1314,Jayashankar Bhupalpally,May,2018,152050,40
visitor-1315,Jayashankar Bhupalpally,June,2018,159400,35
visitor-1316,Jayashankar Bhupalpally,July,2018,128550,40
visitor-1317,Jayashankar Bhupalpally,August,2018,184700,35
visitor-1318,Jayashankar Bhupalpally,September,2018,192300,40
visitor-1319,Jayashankar Bhupalpally,October,2018,195400,40
visitor-1320,Jayashankar Bhupalpally,November,2018,196500,40
visitor-1321,Jayashankar Bhupalpally,December,2018,245625,44
visitor-1322,Jogulamba Gadwal ,January,2018,146441,36
visitor-1323,Jogulamba Gadwal ,February,2018,481110,6
visitor-1324,Jogulamba Gadwal ,March,2018,155013,22
visitor-1325,Jogulamba Gadwal ,April,2018,138673,15
visitor-1326,Jogulamba Gadwal ,May,2018,131426,19
visitor-1327,Jogulamba Gadwal ,June,2018,160182,19
visitor-1328,Jogulamba Gadwal ,July,2018,114951,37
visitor-1329,Jogulamba Gadwal ,August,2018,123733,42
visitor-1330,Jogulamba Gadwal ,September,2018,121710,35
visitor-1331,Jogulamba Gadwal ,October,2018,152898,13
visitor-1332,Jogulamba Gadwal ,November,2018,128075,45
visitor-1333,Jogulamba Gadwal ,December,2018,182333,11
visitor-1334,Kamareddy ,January,2018,44,0
visitor-1335,Kamareddy ,February,2018,44,0
visitor-1336,Kamareddy ,March,2018,45,0
visitor-1337,Kamareddy ,April,2018,45,0
visitor-1338,Kamareddy ,May,2018,49,0
visitor-1339,Kamareddy ,June,2018,56,0
visitor-1340,Kamareddy ,July,2018,48,0
visitor-1341,Kamareddy ,August,2018,55,
visitor-1342,Kamareddy ,September,2018,40,
visitor-1343,Kamareddy ,October,2018,62,0
visitor-1344,Kamareddy ,November,2018,41,0
visitor-1345,Kamareddy ,December,2018,43,0
visitor-1346,Karimnagar ,January,2018,13505,0
visitor-1347,Karimnagar ,February,2018,9330,0
visitor-1348,Karimnagar ,March,2018,7205,0
visitor-1349,Karimnagar ,April,2018,5830,0
visitor-1350,Karimnagar ,May,2018,5689,0
visitor-1351,Karimnagar ,June,2018,7180,0
visitor-1352,Karimnagar ,July,2018,6686,0
visitor-1353,Karimnagar ,August,2018,8480,0
visitor-1354,Karimnagar ,September,2018,8480,0
visitor-1355,Karimnagar ,October,2018,6118,0
visitor-1356,Karimnagar ,November,2018,7145,0
visitor-1357,Karimnagar ,December,2018,7800,0
visitor-1358,Khammam,January,2018,110094,0
visitor-1359,Khammam,February,2018,104444,0
visitor-1360,Khammam,March,2018,127152,0
visitor-1361,Khammam,April,2018,126553,0
visitor-1362,Khammam,May,2018,135189,0
visitor-1363,Khammam,June,2018,135988,0
visitor-1364,Khammam,July,2018,85932,0
visitor-1365,Khammam,August,2018,86309,0
visitor-1366,Khammam,September,2018,143465,0
visitor-1367,Khammam,October,2018,127645,0
visitor-1368,Khammam,November,2018,99070,0
visitor-1369,Khammam,December,2018,135600,0
visitor-1370,Kumaram Bheem Asifabad,January,2018,2863,0
visitor-1371,Kumaram Bheem Asifabad,February,2018,2736,0
visitor-1372,Kumaram Bheem Asifabad,March,2018,1826,0
visitor-1373,Kumaram Bheem Asifabad,April,2018,868,0
visitor-1374,Kumaram Bheem Asifabad,May,2018,793,0
visitor-1375,Kumaram Bheem Asifabad,June,2018,990,0
visitor-1376,Kumaram Bheem Asifabad,July,2018,1954,0
visitor-1377,Kumaram Bheem Asifabad,August,2018,2263,0
visitor-1378,Kumaram Bheem Asifabad,September,2018,1819,0
visitor-1379,Kumaram Bheem Asifabad,October,2018,2525,0
visitor-1380,Kumaram Bheem Asifabad,November,2018,1741,0
visitor-1381,Kumaram Bheem Asifabad,December,2018,2176,0
visitor-1382,Mahabubabad ,January,2018,14000,0
visitor-1383,Mahabubabad ,February,2018,14230,0
visitor-1384,Mahabubabad ,March,2018,13110,0
visitor-1385,Mahabubabad ,April,2018,12915,0
visitor-1386,Mahabubabad ,May,2018,12865,0
visitor-1387,Mahabubabad ,June,2018,13910,0
visitor-1388,Mahabubabad ,July,2018,13970,0
visitor-1389,Mahabubabad ,August,2018,13200,0
visitor-1390,Mahabubabad ,September,2018,13420,0
visitor-1391,Mahabubabad ,October,2018,13550,0
visitor-1392,Mahabubabad ,November,2018,13700,0
visitor-1393,Mahabubabad ,December,2018,17125,0
visitor-1394,Mahabubnagar,January,2018,156153,45
visitor-1395,Mahabubnagar,February,2018,788083,29
visitor-1396,Mahabubnagar,March,2018,166863,28
visitor-1397,Mahabubnagar,April,2018,196061,26
visitor-1398,Mahabubnagar,May,2018,193478,26
visitor-1399,Mahabubnagar,June,2018,165553,26
visitor-1400,Mahabubnagar,July,2018,161841,47
visitor-1401,Mahabubnagar,August,2018,169154,44
visitor-1402,Mahabubnagar,September,2018,167833,52
visitor-1403,Mahabubnagar,October,2018,193152,37
visitor-1404,Mahabubnagar,November,2018,295910,68
visitor-1405,Mahabubnagar,December,2018,198227,26
visitor-1406,Mancherial,January,2018,71955,0
visitor-1407,Mancherial,February,2018,38599,0
visitor-1408,Mancherial,March,2018,20749,0
visitor-1409,Mancherial,April,2018,38483,0
visitor-1410,Mancherial,May,2018,26179,0
visitor-1411,Mancherial,June,2018,31667,0
visitor-1412,Mancherial,July,2018,27937,0
visitor-1413,Mancherial,August,2018,31861,0
visitor-1414,Mancherial,September,2018,23141,0
visitor-1415,Mancherial,October,2018,30740,0
visitor-1416,Mancherial,November,2018,25197,0
visitor-1417,Mancherial,December,2018,31496,0
visitor-1418,Medak ,January,2018,100000,0
visitor-1419,Medak ,February,2018,1000000,0
visitor-1420,Medak ,March,2018,600000,0
visitor-1421,Medak ,April,2018,200000,0
visitor-1422,Medak ,May,2018,300000,0
visitor-1423,Medak ,June,2018,500000,0
visitor-1424,Medak ,July,2018,150000,0
visitor-1425,Medak ,August,2018,50000,0
visitor-1426,Medak ,September,2018,100000,0
visitor-1427,Medak ,October,2018,300000,0
visitor-1428,Medak ,November,2018,200000,0
visitor-1429,Medak ,December,2018,400000,0
visitor-1430,Medchal ,January,2018,0,0
visitor-1431,Medchal ,February,2018,0,0
visitor-1432,Medchal ,March,2018,0,0
visitor-1433,Medchal ,April,2018,0,0
visitor-1434,Medchal ,May,2018,0,0
visitor-1435,Medchal ,June,2018,0,0
visitor-1436,Medchal ,July,2018,0,0
visitor-1437,Medchal ,August,2018,0,0
visitor-1438,Medchal ,September,2018,0,0
visitor-1439,Medchal ,October,2018,0,0
visitor-1440,Medchal ,November,2018,0,0
visitor-1441,Medchal ,December,2018,0,0
visitor-1442,Nagarkurnool ,January,2018,228812,35
visitor-1443,Nagarkurnool ,February,2018,286258,15
visitor-1444,Nagarkurnool ,March,2018,184508,14
visitor-1445,Nagarkurnool ,April,2018,174592,15
visitor-1446,Nagarkurnool ,May,2018,183697,19
visitor-1447,Nagarkurnool ,June,2018,180010,15
visitor-1448,Nagarkurnool ,July,2018,93450,17
visitor-1449,Nagarkurnool ,August,2018,118010,22
visitor-1450,Nagarkurnool ,September,2018,118449,22
visitor-1451,Nagarkurnool ,October,2018,201050,8
visitor-1452,Nagarkurnool ,November,2018,121452,30
visitor-1453,Nagarkurnool ,December,2018,198637,10
visitor-1454,Nalgonda,January,2018,36205,0
visitor-1455,Nalgonda,February,2018,9971,0
visitor-1456,Nalgonda,March,2018,9677,0
visitor-1457,Nalgonda,April,2018,9779,0
visitor-1458,Nalgonda,May,2018,10241,0
visitor-1459,Nalgonda,June,2018,9066,0
visitor-1460,Nalgonda,July,2018,9668,0
visitor-1461,Nalgonda,August,2018,10135,0
visitor-1462,Nalgonda,September,2018,21365,0
visitor-1463,Nalgonda,October,2018,22332,0
visitor-1464,Nalgonda,November,2018,5422,0
visitor-1465,Nalgonda,December,2018,6777,0
visitor-1466,Nirmal,January,2018,480241,0
visitor-1467,Nirmal,February,2018,335447,0
visitor-1468,Nirmal,March,2018,328099,0
visitor-1469,Nirmal,April,2018,368645,0
visitor-1470,Nirmal,May,2018,342650,0
visitor-1471,Nirmal,June,2018,355197,0
visitor-1472,Nirmal,July,2018,335356,0
visitor-1473,Nirmal,August,2018,313910,2
visitor-1474,Nirmal,September,2018,293859,0
visitor-1475,Nirmal,October,2018,373291,0
visitor-1476,Nirmal,November,2018,289169,0
visitor-1477,Nirmal,December,2018,361461,0
visitor-1478,Nizamabad,January,2018,2495,1
visitor-1479,Nizamabad,February,2018,7152,0
visitor-1480,Nizamabad,March,2018,2903,0
visitor-1481,Nizamabad,April,2018,3550,0
visitor-1482,Nizamabad,May,2018,5360,0
visitor-1483,Nizamabad,June,2018,1761,0
visitor-1484,Nizamabad,July,2018,5882,1
visitor-1485,Nizamabad,August,2018,10525,0
visitor-1486,Nizamabad,September,2018,475,0
visitor-1487,Nizamabad,October,2018,490,0
visitor-1488,Nizamabad,November,2018,475,0
visitor-1489,Nizamabad,December,2018,355,0
visitor-1490,Peddapalli,January,2018,2670,0
visitor-1491,Peddapalli,February,2018,2695,0
visitor-1492,Peddapalli,March,2018,2325,0
visitor-1493,Peddapalli,April,2018,1940,0
visitor-1494,Peddapalli,May,2018,1499,0
visitor-1495,Peddapalli,June,2018,1580,0
visitor-1496,Peddapalli,July,2018,1580,0
visitor-1497,Peddapalli,August,2018,1595,0
visitor-1498,Peddapalli,September,2018,1475,0
visitor-1499,Peddapalli,October,2018,1545,0
visitor-1500,Peddapalli,November,2018,1655,0
visitor-1501,Peddapalli,December,2018,1695,0
visitor-1502,Rajanna Sircilla ,January,2018,2238074,0
visitor-1503,Rajanna Sircilla ,February,2018,1021787,0
visitor-1504,Rajanna Sircilla ,March,2018,1022669,0
visitor-1505,Rajanna Sircilla ,April,2018,833874,0
visitor-1506,Rajanna Sircilla ,May,2018,1021952,0
visitor-1507,Rajanna Sircilla ,June,2018,320886,0
visitor-1508,Rajanna Sircilla ,July,2018,937720,0
visitor-1509,Rajanna Sircilla ,August,2018,320952,0
visitor-1510,Rajanna Sircilla ,September,2018,818693,0
visitor-1511,Rajanna Sircilla ,October,2018,506563,0
visitor-1512,Rajanna Sircilla ,November,2018,840933,0
visitor-1513,Rajanna Sircilla ,December,2018,950128,0
visitor-1514,Ranga Reddy,January,2018,0,0
visitor-1515,Ranga Reddy,February,2018,0,0
visitor-1516,Ranga Reddy,March,2018,0,0
visitor-1517,Ranga Reddy,April,2018,0,0
visitor-1518,Ranga Reddy,May,2018,0,0
visitor-1519,Ranga Reddy,June,2018,0,0
visitor-1520,Ranga Reddy,July,2018,0,0
visitor-1521,Ranga Reddy,August,2018,0,0
visitor-1522,Ranga Reddy,September,2018,0,0
visitor-1523,Ranga Reddy,October,2018,0,0
visitor-1524,Ranga Reddy,November,2018,0,0
visitor-1525,Ranga Reddy,December,2018,0,0
visitor-1526,Sangareddy ,January,2018,254000,0
visitor-1527,Sangareddy ,February,2018,540000,0
visitor-1528,Sangareddy ,March,2018,158500,0
visitor-1529,Sangareddy ,April,2018,162500,0
visitor-1530,Sangareddy ,May,2018,157000,0
visitor-1531,Sangareddy ,June,2018,93500,0
visitor-1532,Sangareddy ,July,2018,108600,0
visitor-1533,Sangareddy ,August,2018,205000,0
visitor-1534,Sangareddy ,September,2018,125000,0
visitor-1535,Sangareddy ,October,2018,171800,0
visitor-1536,Sangareddy ,November,2018,160000,0
visitor-1537,Sangareddy ,December,2018,134000,0
visitor-1538,Siddipet,January,2018,253000,0
visitor-1539,Siddipet,February,2018,44000,0
visitor-1540,Siddipet,March,2018,164800,0
visitor-1541,Siddipet,April,2018,115000,0
visitor-1542,Siddipet,May,2018,165200,0
visitor-1543,Siddipet,June,2018,104300,0
visitor-1544,Siddipet,July,2018,54000,0
visitor-1545,Siddipet,August,2018,100000,0
visitor-1546,Siddipet,September,2018,55000,0
visitor-1547,Siddipet,October,2018,43000,0
visitor-1548,Siddipet,November,2018,135000,0
visitor-1549,Siddipet,December,2018,50000,0
visitor-1550,Suryapet,January,2018,0,0
visitor-1551,Suryapet,February,2018,0,0
visitor-1552,Suryapet,March,2018,0,0
visitor-1553,Suryapet,April,2018,0,0
visitor-1554,Suryapet,May,2018,0,0
visitor-1555,Suryapet,June,2018,0,0
visitor-1556,Suryapet,July,2018,0,0
visitor-1557,Suryapet,August,2018,0,0
visitor-1558,Suryapet,September,2018,0,0
visitor-1559,Suryapet,October,2018,0,0
visitor-1560,Suryapet,November,2018,0,0
visitor-1561,Suryapet,December,2018,0,0
visitor-1562,Vikarabad,January,2018,0,0
visitor-1563,Vikarabad,February,2018,0,0
visitor-1564,Vikarabad,March,2018,0,0
visitor-1565,Vikarabad,April,2018,0,0
visitor-1566,Vikarabad,May,2018,0,0
visitor-1567,Vikarabad,June,2018,0,0
visitor-1568,Vikarabad,July,2018,0,0
visitor-1569,Vikarabad,August,2018,0,0
visitor-1570,Vikarabad,September,2018,0,0
visitor-1571,Vikarabad,October,2018,0,0
visitor-1572,Vikarabad,November,2018,0,0
visitor-1573,Vikarabad,December,2018,0,0
visitor-1574,Wanaparthy ,January,2018,28131,0
visitor-1575,Wanaparthy ,February,2018,22341,0
visitor-1576,Wanaparthy ,March,2018,20050,0
visitor-1577,Wanaparthy ,April,2018,10550,0
visitor-1578,Wanaparthy ,May,2018,11502,0
visitor-1579,Wanaparthy ,June,2018,19092,0
visitor-1580,Wanaparthy ,July,2018,32625,0
visitor-1581,Wanaparthy ,August,2018,35860,0
visitor-1582,Wanaparthy ,September,2018,32002,0
visitor-1583,Wanaparthy ,October,2018,21234,0
visitor-1584,Wanaparthy ,November,2018,32657,0
visitor-1585,Wanaparthy ,December,2018,20556,0
visitor-1586,Warangal (Rural),January,2018,25200,0
visitor-1587,Warangal (Rural),February,2018,26300,0
visitor-1588,Warangal (Rural),March,2018,26200,0
visitor-1589,Warangal (Rural),April,2018,21600,0
visitor-1590,Warangal (Rural),May,2018,22100,0
visitor-1591,Warangal (Rural),June,2018,23100,0
visitor-1592,Warangal (Rural),July,2018,25900,0
visitor-1593,Warangal (Rural),August,2018,25700,0
visitor-1594,Warangal (Rural),September,2018,25800,0
visitor-1595,Warangal (Rural),October,2018,26000,0
visitor-1596,Warangal (Rural),November,2018,24050,0
visitor-1597,Warangal (Rural),December,2018,30062,0
visitor-1598,Warangal (Urban),January,2018,137530,150
visitor-1599,Warangal (Urban),February,2018,145750,185
visitor-1600,Warangal (Urban),March,2018,140300,160
visitor-1601,Warangal (Urban),April,2018,142510,150
visitor-1602,Warangal (Urban),May,2018,143425,140
visitor-1603,Warangal (Urban),June,2018,135615,130
visitor-1604,Warangal (Urban),July,2018,136560,130
visitor-1605,Warangal (Urban),August,2018,136760,135
visitor-1606,Warangal (Urban),September,2018,138780,145
visitor-1607,Warangal (Urban),October,2018,140948,160
visitor-1608,Warangal (Urban),November,2018,144515,170
visitor-1609,Warangal (Urban),December,2018,180643,187
visitor-1610,Yadadri Bhongir,January,2018,2016000,0
visitor-1611,Yadadri Bhongir,February,2018,3073872,0
visitor-1612,Yadadri Bhongir,March,2018,2836580,0
visitor-1613,Yadadri Bhongir,April,2018,692370,0
visitor-1614,Yadadri Bhongir,May,2018,781842,0
visitor-1615,Yadadri Bhongir,June,2018,577570,0
visitor-1616,Yadadri Bhongir,July,2018,671156,0
visitor-1617,Yadadri Bhongir,August,2018,526445,0
visitor-1618,Yadadri Bhongir,September,2018,819350,0
visitor-1619,Yadadri Bhongir,October,2018,586475,0
